Date,Treatment,Replicate,Family,Species,Length,count,a,b
2022-11-25,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-25,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-11-25,W,5,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-25,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,W,5,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-25,W,5,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,W,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-25,W,5,Pomacentridae,Pomacentrus tripunctatus,3,1,NA,NA
2022-11-25,DM,4,Blenniidae,Petroscirtes sp.,8,1,NA,NA
2022-11-25,DM,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,DM,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-25,DM,4,Siganidae,Siganus fuscescens,4,1,NA,NA
2022-11-25,DM,4,Lethrinidae,Lethrinus atkinsoni,6,1,NA,NA
2022-11-25,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-25,DL,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-25,BH,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-25,BH,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-25,BH,4,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-11-25,BQ,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,BQ,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,BQ,4,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,BQ,4,Siganidae,Siganus lineatus,2,1,NA,NA
2022-11-25,W,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-25,W,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,W,4,Siganidae,Siganus doliatus,4,1,NA,NA
2022-11-25,W,4,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,W,4,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,W,4,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-25,W,4,Blenniidae,Petroscirtes sp.,5,1,NA,NA
2022-11-25,W,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-25,W,4,Lethrinidae,Lethrinus atkinsoni,2,1,NA,NA
2022-11-25,BH,3,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,BH,3,Siganidae,Siganus lineatus,2,1,NA,NA
2022-11-25,BH,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-25,BH,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-25,BQ,3,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,BQ,3,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-25,W,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,W,3,Lethrinidae,Lethrinus atkinsoni,7,1,NA,NA
2022-11-25,W,3,Lethrinidae,Lethrinus atkinsoni,6,1,NA,NA
2022-11-25,W,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-25,W,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-25,W,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,W,1,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,W,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,BH,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,BH,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,BH,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-25,BH,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-25,DL,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,DL,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,DL,1,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-25,DL,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-25,DL,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-25,DM,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,DM,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,DM,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-25,DM,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-25,BQ,2,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-25,BQ,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,BQ,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,BQ,2,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-25,BQ,2,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-25,DL,2,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-11-25,DL,2,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-25,DL,2,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-25,DM,2,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-11-25,DM,2,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-25,BQ,1,empty,empty,0,0,NA,NA
2022-11-26,W,1,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-26,W,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,W,1,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,W,1,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,W,1,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,W,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,1,Siganidae,Siganus doliatus,1,1,NA,NA
2022-11-26,W,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-26,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-26,BH,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,BH,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-26,BH,1,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,BH,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-11-26,BH,1,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-26,BQ,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,DL,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DM,1,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,DM,1,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,DM,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-11-26,DM,1,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,DM,1,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-11-26,DM,1,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-26,BQ,2,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-26,BQ,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-26,BQ,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,BQ,2,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-26,DL,2,empty,empty,0,0,NA,NA
2022-11-26,DM,2,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-11-26,BH,2,Labridae,Halichoeres miniatus,1.5,1,NA,NA
2022-11-26,W,2,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-11-26,W,2,Lethrinidae,Lethrinus atkinsoni,2,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2.75,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,W,2,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-11-26,W,2,Lethrinidae,Lethrinus variegatus,6,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-26,W,2,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-26,W,2,Labridae,Stethojulis strigiventer,4,1,NA,NA
2022-11-26,DM,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,DM,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-11-26,DM,3,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-26,DM,3,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-11-26,DM,3,Lethrinidae,Lethrinus atkinsoni,4,1,NA,NA
2022-11-26,DM,3,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-26,DL,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-26,DL,3,Siganidae,Siganus doliatus,1,1,NA,NA
2022-11-26,DL,3,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-11-26,BQ,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,BQ,5,Labridae,Halichoeres miniatus,8,1,NA,NA
2022-11-26,DL,5,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,DL,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-26,DM,5,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-11-26,BH,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-26,BH,5,Blenniidae,Petroscirtes sp.,3.5,1,NA,NA
2022-11-26,BH,5,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-26,BH,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,BH,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-26,BH,5,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-26,BH,5,Lethrinidae,Lethrinus atkinsoni,2,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus fuscescens,4,1,NA,NA
2022-11-26,BH,5,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-11-26,W,5,Blenniidae,Petroscirtes sp.,6,1,NA,NA
2022-11-26,W,5,Blenniidae,Petroscirtes sp.,6,1,NA,NA
2022-11-26,W,5,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-26,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-11-26,W,5,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-11-26,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,W,5,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-26,W,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DM,4,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-26,DM,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,DM,4,Lethrinidae,Lethrinus atkinsoni,1.5,1,NA,NA
2022-11-26,DM,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,DL,4,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-11-26,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-26,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,DL,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-26,BH,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-26,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-26,BH,4,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-26,BH,4,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-26,BH,4,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-11-26,BQ,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-26,W,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-26,W,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,4,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus lineatus,2,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-26,W,4,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-26,W,4,Labridae,Stethojulis strigiventer,2.5,1,NA,NA
2022-11-26,W,4,Labridae,Halichoeres nebulosus,4,1,NA,NA
2022-11-26,BH,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-26,BH,3,Lethrinidae,Lethrinus atkinsoni,8,1,NA,NA
2022-11-26,BH,3,Labridae,Stethojulis interrupta,6,1,NA,NA
2022-11-26,BQ,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-26,BQ,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-26,BQ,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,BQ,3,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-26,W,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-26,W,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-26,W,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-27,BQ,2,Blenniidae,Petroscirtes sp.,3.5,1,NA,NA
2022-11-27,BQ,2,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,BQ,2,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-27,DM,1,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-27,DM,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-27,DM,1,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-27,DM,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-27,DM,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DM,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DM,1,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-27,DM,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,DM,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,DM,1,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-11-27,DM,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-27,DM,1,Siganidae,Siganus lineatus,2.5,1,NA,NA
2022-11-27,DL,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DL,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,DL,1,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-27,BQ,1,Blenniidae,Petroscirtes sp.,6,1,NA,NA
2022-11-27,BQ,1,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-27,BQ,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,BQ,1,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-27,BQ,1,Pomacentridae,Pomacentrus tripunctatus,1,1,NA,NA
2022-11-27,BQ,1,Lethrinidae,Lethrinus atkinsoni,2,1,NA,NA
2022-11-27,BH,1,empty,empty,0,0,NA,NA
2022-11-27,W,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,W,1,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,W,1,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,W,1,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-27,W,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,1,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-27,W,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,1,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-27,W,1,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-27,W,3,Pomacentridae,Pomacentrus tripunctatus,2,1,NA,NA
2022-11-27,W,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,W,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-27,W,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-27,W,3,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-27,W,3,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-27,BQ,3,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-27,BQ,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,BQ,3,Labridae,Halichoeres miniatus,8,1,NA,NA
2022-11-27,BQ,3,Labridae,Halichoeres miniatus,7,1,NA,NA
2022-11-27,BQ,3,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-27,BQ,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-27,BH,3,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-27,BH,3,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,BH,3,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,BH,3,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-27,BH,3,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-27,BH,3,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-27,BH,3,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-27,W,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,W,4,Labridae,Halichoeres miniatus,6,1,NA,NA
2022-11-27,W,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-27,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,4,Siganidae,Siganus doliatus,2,1,NA,NA
2022-11-27,W,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-27,W,4,Siganidae,Siganus doliatus,3,1,NA,NA
2022-11-27,W,4,Siganidae,Siganus lineatus,3,1,NA,NA
2022-11-27,W,4,Labridae,Stethojulis strigiventer,3,1,NA,NA
2022-11-27,BQ,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,BQ,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,BQ,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,BQ,4,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-27,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-27,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-27,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-27,BH,4,Labridae,Halichoeres miniatus,0.5,1,NA,NA
2022-11-27,BH,4,Labridae,Halichoeres miniatus,1,1,NA,NA
2022-11-27,DL,4,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-11-27,DL,4,Labridae,Halichoeres miniatus,4,1,NA,NA
2022-11-27,DL,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,DL,4,Lethrinidae,Lethrinus atkinsoni,2.5,1,NA,NA
2022-11-27,DL,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DL,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DM,4,Labridae,Halichoeres miniatus,2.5,1,NA,NA
2022-11-27,DM,4,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,DM,4,Labridae,Halichoeres miniatus,3,1,NA,NA
2022-11-27,DM,4,Labridae,Halichoeres miniatus,2,1,NA,NA
2022-11-27,DM,4,Lethrinidae,Lethrinus atkinsoni,2,1,NA,NA
2022-11-27,DM,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DM,4,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,DM,4,Blenniidae,Petroscirtes sp.,6,1,NA,NA
2022-11-27,DM,4,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-27,DM,4,Blenniidae,Petroscirtes sp.,2.5,1,NA,NA
2022-11-27,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,W,5,Labridae,Halichoeres miniatus,5,1,NA,NA
2022-11-27,W,5,Labridae,Halichoeres miniatus,8,1,NA,NA
2022-11-27,W,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,W,5,Siganidae,Siganus fuscescens,3,1,NA,NA
2022-11-27,W,5,Blenniidae,Petroscirtes sp.,4,1,NA,NA
2022-11-27,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-27,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-27,W,5,Blenniidae,Petroscirtes sp.,3,1,NA,NA
2022-11-27,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-11-27,W,5,Blenniidae,Petroscirtes sp.,2,1,NA,NA
2022-11-27,W,5,Labridae,Stethojulis interrupta,4.5,1,NA,NA
2022-11-27,W,5,Pomacentridae,Pomacentrus tripunctatus,2.5,1,NA,NA
2022-11-27,BH,5,Siganidae,Siganus fuscescens,3.5,1,NA,NA
2022-11-27,BH,5,Siganidae,Siganus fuscescens,3.5,1,NA,NA
2022-11-27,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
2022-11-27,BH,5,Siganidae,Siganus doliatus,2.5,1,NA,NA
